gender,ethnicity,birth,stark,star1,star2,star3,readk,read1,read2,read3,mathk,math1,math2,math3,lunchk,lunch1,lunch2,lunch3,schoolk,school1,school2,school3,degreek,degree1,degree2,degree3,ladderk,ladder1,ladder2,ladder3,experiencek,experience1,experience2,experience3,tethnicityk,tethnicity1,tethnicity2,tethnicity3,systemk,system1,system2,system3,schoolidk,schoolid1,schoolid2,schoolid3
female,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,408,436,497,NA,418,479,517,NA,free,free,free,free,rural,rural,rural,rural,master,master,bachelor,master,level1,apprentice,level1,level2,5,2,22,10,cauc,cauc,cauc,cauc,15,15,15,15,39,39,39,39
male,cauc,1979 Q3,NA,NA,NA,small,NA,NA,NA,647,NA,NA,NA,636,NA,NA,NA,NA,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,21,NA,NA,NA,cauc,NA,NA,NA,4,NA,NA,NA,5
female,cauc,1979 Q4,NA,NA,NA,small,NA,NA,NA,578,NA,NA,NA,554,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,5,NA,NA,NA,cauc,NA,NA,NA,17,NA,NA,NA,41
male,cauc,1979 Q3,regular+aide,regular+aide,NA,small,419,477,NA,NA,500,529,NA,NA,free,free,NA,free,urban,urban,NA,urban,bachelor,master,NA,bachelor,apprentice,level1,NA,notladder,5,15,NA,29,cauc,cauc,NA,cauc,27,27,NA,27,60,60,NA,60
male,afam,1980 Q1,NA,small,small,small,NA,448,NA,NA,NA,484,NA,NA,NA,free,free,free,NA,inner-city,inner-city,inner-city,NA,bachelor,bachelor,master,NA,probation,level1,level3,NA,1,8,18,NA,cauc,cauc,afam,NA,18,18,18,NA,45,45,45
male,afam,1979 Q4,NA,NA,NA,regular+aide,NA,NA,NA,557,NA,NA,NA,594,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,32,NA,NA,NA,cauc,NA,NA,NA,22,NA,NA,NA,51
female,cauc,1980 Q2,NA,regular+aide,regular+aide,regular+aide,NA,629,684,702,NA,592,626,678,NA,non-free,non-free,non-free,NA,suburban,suburban,suburban,NA,master,master,master,NA,level1,level1,level1,NA,29,12,6,NA,cauc,cauc,cauc,NA,28,28,28,NA,61,61,61
male,afam,1980 Q2,regular,regular,regular,regular,436,454,562,547,547,495,533,593,free,free,free,free,suburban,suburban,suburban,suburban,master,master,bachelor,master,level1,level1,level1,notladder,24,7,3,14,cauc,afam,afam,afam,18,18,18,18,44,44,44,44
male,afam,1980 Q2,NA,NA,NA,regular,NA,NA,NA,626,NA,NA,NA,651,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,notladder,NA,NA,NA,3,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,30
male,afam,1980 Q1,NA,NA,NA,small,NA,NA,NA,555,NA,NA,NA,582,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,9,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,20
male,cauc,1979 Q2,NA,NA,regular,regular,NA,NA,517,NA,NA,NA,545,NA,NA,NA,free,free,NA,NA,suburban,suburban,NA,NA,bachelor,bachelor,NA,NA,level1,level1,NA,NA,7,8,NA,NA,afam,afam,NA,NA,11,11,NA,NA,25,25
male,afam,1979 Q4,NA,NA,regular+aide,regular+aide,NA,NA,560,608,NA,NA,587,622,NA,NA,non-free,non-free,NA,NA,suburban,suburban,NA,NA,master,master,NA,NA,level1,level1,NA,NA,15,18,NA,NA,cauc,cauc,NA,NA,22,22,NA,NA,51,51
male,cauc,1979 Q4,small,small,small,small,532,571,631,602,520,542,570,631,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,level1,level1,level1,8,7,15,13,cauc,cauc,cauc,cauc,4,4,4,4,5,5,5,5
male,cauc,1978 Q3,NA,NA,regular,NA,NA,NA,523,NA,NA,NA,579,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,19,NA,NA,NA,afam,NA,NA,NA,18,NA,NA,NA,46,NA
male,cauc,1980 Q2,regular+aide,small,small,small,447,548,559,624,463,510,536,582,non-free,non-free,non-free,non-free,urban,urban,urban,urban,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,11,27,22,8,cauc,cauc,cauc,cauc,6,6,6,6,9,9,9,9
male,cauc,1980 Q2,small,small,small,NA,430,488,524,NA,444,479,469,NA,free,free,free,NA,urban,urban,urban,NA,master,bachelor,master,NA,level1,level1,apprentice,NA,7,27,23,NA,cauc,cauc,cauc,NA,6,6,6,NA,9,9,9,NA
female,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,460,536,555,NA,536,532,545,NA,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,probation,15,16,31,0,cauc,cauc,afam,cauc,5,5,5,5,7,7,7,7
female,cauc,1980 Q2,NA,NA,NA,small,NA,NA,NA,629,NA,NA,NA,612,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,6,NA,NA,NA,afam,NA,NA,NA,24,NA,NA,NA,56
female,afam,1980 Q3,regular+aide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,6,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,26,NA,NA,NA
male,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,416,524,569,626,423,477,546,620,non-free,NA,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,master,apprentice,level1,level1,level1,3,6,29,11,afam,cauc,cauc,cauc,24,24,24,24,56,56,56,56
male,afam,1979 Q1,NA,NA,NA,regular+aide,NA,NA,NA,582,NA,NA,NA,608,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,probation,NA,NA,NA,2,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,29
female,cauc,1980 Q3,NA,NA,regular,regular,NA,NA,637,647,NA,NA,596,631,NA,NA,non-free,non-free,NA,NA,suburban,suburban,NA,NA,specialist,master,NA,NA,level1,level1,NA,NA,15,20,NA,NA,cauc,cauc,NA,NA,17,17,NA,NA,41,41
female,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,445,629,618,665,444,526,577,667,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,specialist,bachelor,bachelor,level1,level1,level1,level1,13,18,33,7,cauc,cauc,cauc,cauc,39,39,39,39,75,75,75,75
male,NA,1980 Q1,NA,NA,NA,small,NA,NA,NA,702,NA,NA,NA,691,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,5,NA,NA,NA,cauc,NA,NA,NA,17,NA,NA,NA,41
male,cauc,1979 Q3,small,regular,regular,regular,437,514,608,626,513,612,674,672,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,master,level1,level1,level1,level1,12,9,19,11,cauc,cauc,cauc,cauc,38,38,38,38,74,74,74,74
female,cauc,1979 Q4,regular,regular+aide,NA,NA,430,579,NA,NA,520,567,NA,NA,non-free,free,NA,NA,rural,rural,NA,NA,bachelor,master,NA,NA,level1,level1,NA,NA,16,8,NA,NA,cauc,cauc,NA,NA,29,29,NA,NA,62,62,NA,NA
female,afam,1980 Q3,NA,regular+aide,regular+aide,regular,NA,451,523,587,NA,481,535,564,NA,free,free,free,NA,inner-city,inner-city,inner-city,NA,master,bachelor,bachelor,NA,level3,level1,level1,NA,24,11,20,NA,afam,cauc,cauc,NA,11,11,11,NA,22,22,22
female,afam,1979 Q3,NA,NA,NA,regular,NA,NA,NA,618,NA,NA,NA,597,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,19,NA,NA,NA,afam,NA,NA,NA,22,NA,NA,NA,53
male,cauc,1980 Q3,NA,NA,small,NA,NA,NA,571,NA,NA,NA,570,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level3,NA,NA,NA,14,NA,NA,NA,cauc,NA,NA,NA,23,NA,NA,NA,55,NA
female,cauc,1980 Q2,regular+aide,regular+aide,NA,NA,443,527,NA,NA,494,515,NA,NA,free,free,NA,NA,suburban,suburban,NA,NA,master,bachelor,NA,NA,level1,level1,NA,NA,15,19,NA,NA,afam,cauc,NA,NA,11,11,NA,NA,21,21,NA,NA
male,cauc,1980 Q2,regular,small,small,small,413,487,547,593,459,549,620,645,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,level1,apprentice,level1,level1,8,0,14,18,cauc,cauc,cauc,cauc,4,4,4,4,4,4,4,4
male,cauc,1980 Q3,NA,NA,NA,regular+aide,NA,NA,NA,582,NA,NA,NA,585,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level3,NA,NA,NA,19,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,21
male,cauc,1979 Q4,regular,NA,NA,NA,450,NA,NA,NA,528,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,apprentice,NA,NA,NA,1,NA,NA,NA,cauc,NA,NA,NA,4,NA,NA,NA,6,NA,NA,NA
male,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,580,651,732,670,528,601,639,648,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level1,apprentice,level1,level2,19,1,8,19,cauc,cauc,cauc,cauc,37,37,37,37,73,73,73,73
male,cauc,1980 Q3,small,small,small,small,527,651,684,633,547,676,674,672,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,master,bachelor,bachelor,NA,level3,level1,level1,10,14,16,9,afam,cauc,afam,cauc,22,22,22,22,51,51,51,51
female,cauc,1980 Q1,small,small,small,small,425,553,569,610,513,529,611,618,free,free,non-free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,NA,notladder,level1,level1,6,6,10,14,cauc,cauc,cauc,cauc,21,21,21,21,50,50,50,50
male,cauc,1980 Q2,small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,17,NA,NA,NA,cauc,NA,NA,NA,12,NA,NA,NA,36,NA,NA,NA
male,cauc,1980 Q3,regular,regular,regular,regular,431,527,569,587,444,526,548,604,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,level1,level1,17,6,12,14,cauc,cauc,cauc,cauc,12,12,12,12,34,34,34,34
female,afam,1980 Q1,regular,regular,regular,regular,NA,548,564,606,NA,507,572,574,non-free,free,non-free,free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level2,probation,apprentice,level1,10,1,2,8,cauc,cauc,cauc,cauc,34,34,34,34,68,68,68,68
female,cauc,1979 Q2,NA,regular,regular,regular,NA,524,566,600,NA,510,559,624,NA,free,free,free,NA,rural,rural,rural,NA,bachelor,master,bachelor,NA,level1,level1,level1,NA,16,11,19,NA,cauc,cauc,cauc,NA,39,39,39,NA,75,75,75
male,cauc,1980 Q1,small,NA,NA,NA,403,NA,NA,NA,429,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,8,NA,NA,NA,cauc,NA,NA,NA,24,NA,NA,NA,57,NA,NA,NA
female,cauc,1980 Q1,small,small,small,small,434,488,559,587,434,515,565,594,non-free,free,free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,NA,level1,level1,level3,10,9,8,17,afam,cauc,cauc,cauc,22,22,22,22,51,51,51,51
male,cauc,1980 Q3,NA,regular+aide,NA,NA,NA,536,NA,NA,NA,529,NA,NA,NA,free,NA,NA,NA,urban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,14,NA,NA,NA,cauc,NA,NA,NA,7,NA,NA,NA,10,NA,NA
male,cauc,1978 Q3,NA,NA,NA,regular+aide,NA,NA,NA,631,NA,NA,NA,645,NA,NA,NA,free,NA,NA,NA,urban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,16,NA,NA,NA,cauc,NA,NA,NA,6,NA,NA,NA,9
male,cauc,1980 Q1,small,small,small,small,453,579,627,665,520,578,626,663,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,master,master,level1,level1,level3,level1,8,13,15,17,cauc,cauc,cauc,cauc,21,21,21,21,49,49,49,49
male,cauc,1979 Q3,NA,small,small,NA,NA,468,523,NA,NA,518,565,NA,NA,non-free,non-free,NA,NA,inner-city,inner-city,NA,NA,master,bachelor,NA,NA,level1,probation,NA,NA,36,0,NA,NA,cauc,cauc,NA,NA,22,22,NA,NA,53,53,NA
male,afam,1979 Q4,NA,NA,regular,NA,NA,NA,586,NA,NA,NA,545,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,probation,NA,NA,NA,2,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,14,NA
male,cauc,1978 Q2,NA,NA,small,small,NA,NA,486,NA,NA,NA,455,NA,NA,NA,NA,NA,NA,NA,rural,rural,NA,NA,master,master,NA,NA,level1,level1,NA,NA,9,9,NA,NA,cauc,cauc,NA,NA,10,10,NA,NA,13,13
female,cauc,1979 Q2,NA,regular,regular,small,NA,462,532,567,NA,493,525,579,NA,free,free,free,NA,rural,rural,rural,NA,bachelor,bachelor,bachelor,NA,level1,probation,apprentice,NA,12,2,2,NA,cauc,cauc,cauc,NA,19,19,19,NA,47,47,47
female,afam,1980 Q2,NA,regular,regular,NA,NA,453,529,NA,NA,479,509,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,bachelor,bachelor,NA,NA,apprentice,level1,NA,NA,1,12,NA,NA,cauc,afam,NA,NA,11,11,NA,NA,22,22,NA
female,cauc,1980 Q2,small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,15,NA,NA,NA,cauc,NA,NA,NA,35,NA,NA,NA,70,NA,NA,NA
female,afam,1980 Q2,regular,NA,NA,NA,433,NA,NA,NA,484,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,28,NA,NA,NA
male,cauc,1979 Q2,NA,regular+aide,regular+aide,regular+aide,NA,497,579,560,NA,557,579,599,NA,non-free,non-free,non-free,NA,rural,rural,rural,NA,master,bachelor,master,NA,notladder,level1,level2,NA,20,11,13,NA,cauc,cauc,cauc,NA,3,3,3,NA,3,3,3
female,afam,1978 Q4,NA,NA,regular+aide,regular+aide,NA,NA,538,577,NA,NA,561,593,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,master,bachelor,NA,NA,level1,notladder,NA,NA,25,23,NA,NA,afam,cauc,NA,NA,11,11,NA,NA,15,32
female,afam,1979 Q4,regular+aide,regular+aide,NA,NA,418,533,NA,NA,463,518,NA,NA,non-free,non-free,NA,NA,urban,urban,NA,NA,bachelor,bachelor,NA,NA,NA,level1,NA,NA,11,22,NA,NA,cauc,cauc,NA,NA,13,13,NA,NA,37,37,NA,NA
male,afam,1980 Q2,NA,regular+aide,regular+aide,regular+aide,NA,487,582,597,NA,479,584,583,NA,free,non-free,non-free,NA,suburban,suburban,suburban,NA,bachelor,master,master,NA,level1,level1,level1,NA,6,15,18,NA,cauc,cauc,cauc,NA,22,22,22,NA,51,51,51
male,cauc,1979 Q3,NA,NA,regular,regular,NA,NA,566,565,NA,NA,577,604,NA,NA,non-free,non-free,NA,NA,rural,rural,NA,NA,bachelor,bachelor,NA,NA,level1,level1,NA,NA,6,8,NA,NA,cauc,cauc,NA,NA,40,40,NA,NA,77,77
male,afam,1978 Q4,NA,regular+aide,regular+aide,NA,NA,497,555,NA,NA,488,NA,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,bachelor,bachelor,NA,NA,level1,level1,NA,NA,10,19,NA,NA,cauc,cauc,NA,NA,11,11,NA,NA,32,32,NA
female,cauc,1980 Q3,regular+aide,regular,regular,regular,436,629,622,675,434,592,674,672,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,probation,apprentice,level1,3,0,1,5,cauc,cauc,cauc,cauc,32,32,32,32,66,66,66,66
female,cauc,1980 Q1,NA,NA,small,small,NA,NA,NA,647,NA,NA,NA,616,NA,NA,non-free,non-free,NA,NA,rural,rural,NA,NA,master,bachelor,NA,NA,level1,level1,NA,NA,14,14,NA,NA,cauc,cauc,NA,NA,41,41,NA,NA,79,79
female,afam,1979 Q4,regular+aide,regular,regular+aide,regular+aide,451,495,502,572,513,529,509,599,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,level1,level1,notladder,level1,11,37,0,30,cauc,afam,cauc,afam,11,11,11,11,31,31,31,19
male,cauc,1980 Q3,regular,NA,NA,NA,421,NA,NA,NA,473,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,10,NA,NA,NA,cauc,NA,NA,NA,30,NA,NA,NA,63,NA,NA,NA
male,afam,1979 Q3,NA,regular,regular,NA,NA,438,NA,NA,NA,495,509,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,bachelor,bachelor,NA,NA,notladder,level1,NA,NA,3,4,NA,NA,afam,cauc,NA,NA,11,11,NA,NA,19,19,NA
female,cauc,1980 Q3,NA,NA,regular,small,NA,NA,NA,578,NA,NA,NA,603,NA,NA,non-free,free,NA,NA,rural,rural,NA,NA,master,bachelor,NA,NA,level1,notladder,NA,NA,12,28,NA,NA,afam,cauc,NA,NA,1,1,NA,NA,1,1
male,afam,1980 Q2,NA,NA,regular+aide,regular+aide,NA,NA,552,590,NA,NA,572,629,NA,NA,non-free,non-free,NA,NA,suburban,suburban,NA,NA,bachelor,master,NA,NA,level1,level1,NA,NA,12,18,NA,NA,afam,cauc,NA,NA,11,11,NA,NA,17,17
female,NA,NA,regular,NA,NA,NA,442,NA,NA,NA,494,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,5,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,29,NA,NA,NA
male,cauc,1979 Q1,NA,NA,NA,regular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,3,NA,NA,NA,cauc,NA,NA,NA,14,NA,NA,NA,38
male,afam,1978 Q1,NA,NA,regular+aide,regular+aide,NA,NA,533,549,NA,NA,540,558,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,master,master,NA,NA,level3,level1,NA,NA,16,11,NA,NA,cauc,afam,NA,NA,11,11,NA,NA,16,16
female,afam,1979 Q3,NA,NA,regular,regular,NA,NA,530,588,NA,NA,525,564,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,bachelor,master,NA,NA,notladder,level1,NA,NA,32,26,NA,NA,afam,afam,NA,NA,11,11,NA,NA,31,31
female,afam,1979 Q4,regular+aide,regular+aide,NA,NA,424,536,NA,NA,459,505,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,bachelor,bachelor,NA,NA,level1,level1,NA,NA,16,27,NA,NA,afam,afam,NA,NA,11,11,NA,NA,22,22,NA,NA
male,cauc,1978 Q3,NA,NA,regular,regular,NA,NA,530,547,NA,NA,523,579,NA,NA,non-free,non-free,NA,NA,rural,rural,NA,NA,bachelor,bachelor,NA,NA,level1,level1,NA,NA,6,8,NA,NA,cauc,cauc,NA,NA,40,40,NA,NA,77,77
male,afam,1980 Q1,small,NA,NA,NA,411,NA,NA,NA,399,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,6,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,28,NA,NA,NA
male,cauc,1980 Q3,small,small,small,small,468,558,650,647,494,523,599,604,non-free,non-free,non-free,non-free,urban,urban,urban,urban,bachelor,bachelor,master,bachelor,level1,level1,apprentice,level1,14,18,23,9,cauc,cauc,cauc,cauc,6,6,6,6,9,9,9,9
male,afam,1980 Q2,regular+aide,regular,regular,regular,407,521,532,616,449,557,579,622,free,free,free,non-free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,level1,probation,apprentice,apprentice,11,0,1,3,cauc,afam,cauc,cauc,18,18,18,18,45,45,45,45
male,cauc,1979 Q4,NA,regular+aide,regular,regular,NA,524,582,600,NA,538,626,663,NA,non-free,free,non-free,NA,suburban,suburban,suburban,NA,bachelor,specialist,master,NA,probation,level1,level1,NA,3,15,20,NA,cauc,cauc,cauc,NA,17,17,17,NA,41,41,41
male,afam,1979 Q3,small,NA,NA,NA,NA,NA,NA,NA,473,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,cauc,NA,NA,NA,18,NA,NA,NA,42,NA,NA,NA
male,afam,1979 Q4,NA,NA,regular+aide,regular+aide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,free,non-free,NA,NA,inner-city,inner-city,NA,NA,bachelor,master,NA,NA,level1,level3,NA,NA,4,12,NA,NA,cauc,cauc,NA,NA,11,11,NA,NA,28,28
male,afam,1980 Q1,regular,regular+aide,regular+aide,regular+aide,437,571,659,654,528,584,699,659,free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,master,master,bachelor,NA,level1,level1,notladder,18,9,18,8,afam,afam,cauc,afam,11,11,11,11,25,25,25,25
female,cauc,1978 Q4,NA,NA,regular,regular,NA,NA,NA,560,NA,NA,NA,568,NA,NA,non-free,non-free,NA,NA,rural,rural,NA,NA,master,master,NA,NA,level2,level3,NA,NA,13,17,NA,NA,cauc,cauc,NA,NA,23,23,NA,NA,55,55
female,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,492,544,637,665,500,612,699,684,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,master,level2,level1,notladder,level1,11,16,4,14,cauc,cauc,afam,cauc,8,8,8,8,11,11,11,11
female,afam,1980 Q2,regular,NA,NA,NA,433,NA,NA,NA,459,NA,NA,NA,non-free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,probation,NA,NA,NA,0,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,27,NA,NA,NA
female,cauc,1980 Q4,NA,regular+aide,NA,NA,NA,536,NA,NA,NA,567,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,probation,NA,NA,NA,4,NA,NA,NA,cauc,NA,NA,NA,22,NA,NA,NA,54,NA,NA
female,cauc,1979 Q4,regular,NA,NA,NA,451,NA,NA,NA,520,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,13,NA,NA,NA,cauc,NA,NA,NA,6,NA,NA,NA,8,NA,NA,NA
male,afam,1979 Q2,NA,regular+aide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,free,NA,NA,NA,urban,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,22,NA,NA,NA,cauc,NA,NA,NA,13,NA,NA,NA,37,NA,NA
female,cauc,1980 Q1,regular+aide,NA,NA,NA,413,NA,NA,NA,459,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,9,NA,NA,NA,cauc,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA
female,afam,1980 Q1,small,small,small,small,465,604,650,686,602,627,639,659,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,bachelor,bachelor,bachelor,level1,notladder,notladder,notladder,13,18,19,30,afam,cauc,cauc,afam,11,11,11,11,14,14,14,14
male,cauc,1979 Q1,NA,regular,regular,regular,NA,540,582,633,NA,535,563,645,NA,non-free,non-free,non-free,NA,suburban,suburban,suburban,NA,master,specialist,master,NA,notladder,level1,level1,NA,18,15,20,NA,cauc,cauc,cauc,NA,17,17,17,NA,41,41,41
female,cauc,1979 Q4,NA,NA,NA,small,NA,NA,NA,644,NA,NA,NA,659,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,apprentice,NA,NA,NA,2,NA,NA,NA,cauc,NA,NA,NA,19,NA,NA,NA,47
female,cauc,1978 Q4,NA,NA,regular+aide,NA,NA,NA,502,NA,NA,NA,557,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,12,NA,NA,NA,cauc,NA,NA,NA,28,NA,NA,NA,61,NA
female,cauc,1980 Q1,regular+aide,regular+aide,NA,NA,495,629,NA,NA,484,653,NA,NA,non-free,non-free,NA,NA,urban,urban,NA,NA,bachelor,master,NA,NA,probation,level2,NA,NA,0,11,NA,NA,cauc,cauc,NA,NA,13,13,NA,NA,37,37,NA,NA
female,afam,1980 Q3,regular,regular+aide,regular+aide,regular+aide,439,480,577,604,500,470,512,588,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,master,bachelor,level1,level1,level1,level1,10,35,32,18,afam,afam,afam,afam,11,11,11,11,30,30,30,30
male,cauc,1979 Q4,regular+aide,NA,regular,regular,451,NA,637,641,500,NA,615,659,non-free,NA,NA,non-free,suburban,NA,suburban,suburban,master,NA,bachelor,bachelor,level1,NA,level1,probation,14,NA,12,22,cauc,NA,cauc,afam,12,NA,12,12,36,NA,36,36
female,cauc,1980 Q2,small,small,small,small,447,527,579,665,559,572,593,655,free,free,free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,probation,level1,9,5,0,15,cauc,cauc,cauc,cauc,9,9,9,9,12,12,12,12
female,afam,1980 Q2,regular,NA,NA,NA,431,NA,NA,NA,536,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,24,NA,NA,NA,cauc,NA,NA,NA,18,NA,NA,NA,44,NA,NA,NA
male,afam,1979 Q4,NA,regular,regular,regular,NA,527,611,661,NA,612,611,645,NA,free,free,free,NA,suburban,suburban,suburban,NA,master,bachelor,master,NA,level1,level1,notladder,NA,7,3,14,NA,afam,afam,afam,NA,18,18,18,NA,44,44,44
male,afam,1980 Q2,NA,regular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,19,NA,NA
female,afam,1979 Q3,NA,regular+aide,NA,NA,NA,507,NA,NA,NA,502,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,9,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,25,NA,NA
